Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,Fee_y,NonAdopted
2,1,299,0,3,2,5,7,2,1,2,2,3,1,3,0,41326,0,0,0
2,24,266,0,2,6,0,0,1,2,1,1,2,1,1,0,41326,0,0,0
2,1,266,0,1,3,0,0,1,1,3,3,3,1,1,0,41326,0,0,0
1,3,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,2,265,265,3,1,4,0,2,2,2,2,2,1,4,0,41401,0,0,1
2,4,265,0,1,3,0,0,1,2,2,1,2,1,1,0,41326,0,0,0
1,1,307,307,3,1,2,5,1,1,2,2,2,1,4,0,41326,0,0,0
2,1,285,0,3,1,2,3,2,3,2,2,3,1,4,0,41326,0,0,0
1,6,307,0,2,1,3,7,1,2,2,2,2,1,1,0,41326,0,0,1
2,8,264,0,2,3,4,7,2,3,3,3,2,1,1,0,41401,0,0,0
1,12,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41332,0,0,1
1,15,307,0,2,1,2,4,2,1,1,1,1,1,1,0,41401,0,0,1
1,3,307,0,2,1,2,7,2,2,2,1,2,1,1,0,41326,0,0,0
2,3,295,0,1,7,0,0,1,1,3,3,3,1,1,0,41401,0,0,0
1,5,213,307,1,1,2,7,2,2,2,1,2,1,1,0,41326,0,0,0
1,24,179,307,1,7,0,0,2,1,1,1,3,1,1,0,41326,0,0,0
1,1,307,0,2,1,2,0,2,1,3,3,2,1,1,0,41326,0,0,0
2,6,265,0,1,1,0,0,2,2,1,1,1,1,1,0,41401,0,0,0
2,28,241,0,3,7,0,0,2,1,2,2,2,1,4,0,41326,1,0,0
1,2,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,4,266,0,2,4,7,0,2,1,2,2,2,1,1,15,41401,0,1,1
1,2,307,307,2,1,2,0,2,2,2,2,2,1,1,59,41326,0,1,1
1,1,307,0,2,1,6,0,2,1,2,2,2,1,1,0,41401,0,0,0
2,3,266,0,2,7,0,0,1,1,2,2,2,1,1,0,41336,0,0,1
2,1,266,0,1,4,7,0,2,1,2,2,2,1,1,0,41401,0,0,0
2,4,266,0,1,1,0,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,3,307,128,2,2,7,0,2,2,2,1,1,1,1,0,41326,0,0,0
2,7,299,0,1,1,2,5,3,1,1,1,2,1,1,0,41326,0,0,0
2,18,266,0,3,1,7,0,2,1,1,1,2,1,4,0,41325,0,0,1
2,4,254,0,2,1,3,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,18,266,0,1,2,7,0,3,1,1,1,1,1,1,0,41401,0,0,1
2,2,292,266,2,7,0,0,1,2,2,2,2,1,1,0,41326,0,0,0
2,3,265,0,1,1,4,7,2,2,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,2,4,7,0,2,1,1,1,1,1,4,100,41336,0,1,0
2,3,266,0,2,4,6,7,2,1,1,1,1,1,1,100,41326,0,1,1
2,1,265,0,1,1,6,7,2,2,2,2,2,1,1,0,41326,0,0,0
1,8,103,307,1,1,2,0,2,1,1,3,3,1,1,0,41326,0,0,1
2,2,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41401,0,0,0
2,0,266,0,3,1,6,7,2,2,2,2,2,1,3,0,41401,0,0,0
2,2,265,0,1,1,6,7,3,2,2,1,3,1,1,0,41326,0,0,0
2,1,266,266,3,2,3,7,1,1,2,2,2,1,6,0,41401,0,0,0
1,24,195,307,1,1,0,0,2,2,1,1,2,1,1,0,41326,0,0,1
2,3,265,0,3,3,0,0,2,2,2,2,2,1,2,0,41401,0,0,0
1,2,307,0,2,2,7,0,2,2,2,2,2,1,1,0,41327,0,0,0
2,60,266,0,2,7,0,0,3,1,1,1,1,2,1,0,41326,0,0,0
2,2,265,0,2,1,6,0,2,2,2,2,2,1,1,50,41326,0,1,0
2,2,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41401,0,0,1
1,2,307,0,2,1,2,0,2,2,2,1,2,1,1,0,41327,0,0,0
1,96,178,218,2,7,0,0,2,1,1,1,1,1,2,0,41326,0,0,1
2,2,265,0,2,1,2,0,2,2,2,2,2,1,1,0,41325,0,0,1
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,11,266,0,1,3,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,5,266,0,2,1,3,6,2,1,3,3,1,1,1,0,41401,0,0,0
1,12,307,78,2,1,2,0,2,1,2,2,1,1,1,0,41326,0,0,0
1,4,307,0,2,1,4,5,2,2,1,1,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,5,7,2,1,1,1,2,1,1,0,41401,0,0,0
2,4,265,0,3,1,7,0,2,2,2,2,2,1,2,0,41327,0,0,0
1,24,182,0,2,1,5,0,1,2,3,3,3,1,1,0,41326,0,0,0
1,60,307,0,1,1,5,7,3,3,3,3,3,1,1,0,41326,0,0,0
1,36,76,0,1,1,7,0,3,1,1,1,2,1,1,0,41326,0,0,0
2,10,243,0,2,1,2,7,2,1,2,2,2,1,1,0,41326,0,0,1
1,6,141,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,6,306,0,1,1,7,0,2,2,3,1,3,1,1,0,41401,0,0,0
1,18,307,0,1,2,0,0,3,1,1,1,1,1,1,0,41326,0,0,0
1,12,75,0,1,1,2,0,2,2,3,3,3,1,1,0,41326,0,0,0
2,4,266,0,2,1,7,0,2,1,1,1,2,1,1,0,41326,0,0,1
2,6,266,266,3,3,0,0,2,1,1,1,1,1,2,0,41401,0,0,0
1,9,141,0,2,1,0,0,2,2,3,3,3,1,1,0,41326,0,0,0
1,48,152,0,2,1,2,0,1,2,3,2,3,1,1,0,41326,0,0,1
2,3,265,0,3,1,4,7,2,2,2,2,2,1,2,0,41326,0,0,1
2,5,265,0,2,1,7,0,2,2,2,2,2,1,1,0,41327,0,0,1
1,2,307,307,1,2,4,5,2,1,2,1,2,1,1,80,41326,0,1,1
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,0,1
2,8,243,0,1,7,0,0,2,1,3,3,3,1,1,0,41401,0,0,1
2,2,264,265,1,4,5,7,1,2,2,2,2,1,2,0,41361,0,0,1
1,18,69,0,2,2,3,0,2,3,3,3,2,1,1,0,41326,0,0,0
2,36,247,0,2,2,5,7,1,1,1,1,1,1,1,250,41401,0,1,1
2,1,266,0,2,6,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,8,276,285,2,3,7,0,2,2,2,2,2,1,1,80,41401,0,1,0
2,24,264,0,1,1,0,0,2,3,1,1,1,1,1,0,41401,0,0,0
1,36,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41401,0,0,1
1,1,307,307,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,1,307,0,3,1,6,7,2,1,2,2,2,1,6,0,41332,0,0,1
1,3,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41401,0,0,1
1,1,307,0,2,1,2,0,2,1,2,2,2,1,2,0,41326,0,0,0
2,5,266,266,2,2,5,0,1,1,2,2,2,1,1,0,41326,0,0,0
1,1,307,0,1,1,7,0,2,2,3,3,2,1,1,0,41326,0,0,0
2,4,265,0,2,1,6,7,2,2,2,2,2,1,1,0,41401,0,0,0
1,3,307,0,1,5,0,0,2,1,2,1,2,1,1,0,41401,0,0,0
2,1,266,0,1,1,2,0,1,1,2,2,2,1,1,0,41326,0,0,1
2,4,299,266,1,4,7,0,1,1,2,2,3,1,1,150,41401,0,1,0
1,1,109,200,1,3,0,0,2,2,2,2,3,1,1,0,41401,0,0,0
1,2,307,218,1,1,2,7,2,1,2,2,2,1,1,0,41326,0,0,0
2,3,266,0,2,6,7,0,1,1,2,2,2,1,1,0,41401,0,0,1
1,1,307,0,1,2,0,0,2,1,2,2,2,1,2,0,41326,0,0,0
1,1,307,0,1,2,0,0,1,2,2,1,2,1,1,0,41326,0,0,0
2,2,243,0,2,6,0,0,1,1,2,2,3,1,1,0,41326,0,0,1
2,4,266,0,1,5,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,2,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,0,0,1
1,1,307,0,2,1,0,0,2,1,2,1,2,1,1,50,41326,0,1,0
2,2,266,0,1,3,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,9,128,0,2,1,2,7,1,1,1,1,1,1,1,200,41401,0,1,0
1,50,20,0,1,1,2,7,2,2,3,2,3,1,1,0,41336,0,0,0
2,3,266,0,1,5,0,0,1,1,2,2,2,1,1,0,41325,0,0,0
1,48,178,0,1,2,3,7,1,3,1,1,2,1,1,200,41326,0,1,0
1,2,307,0,2,2,0,0,2,2,1,1,1,1,1,0,41327,0,0,1
1,48,189,0,1,1,2,0,3,1,1,1,2,1,1,0,41326,0,0,0
2,6,292,266,2,3,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,3,1,6,7,1,1,2,2,2,1,4,0,41326,0,0,0
1,24,212,0,2,4,0,0,1,2,1,1,1,1,1,300,41401,0,1,1
1,2,307,0,1,5,0,0,2,1,1,1,2,1,1,0,41326,1,0,0
1,3,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,20,265,254,1,1,7,0,2,2,1,1,1,1,1,0,41330,0,0,0
1,2,199,307,2,1,2,5,2,2,1,1,3,1,2,0,41327,0,0,0
2,8,252,0,2,1,4,0,2,2,1,1,1,1,1,0,41401,0,0,0
2,2,266,0,2,1,2,7,1,2,2,2,2,1,1,0,41326,0,0,0
2,2,264,285,2,1,2,7,2,3,2,2,2,1,3,0,41326,0,0,0
2,3,264,266,1,1,6,7,2,2,2,2,2,1,1,80,41326,0,1,0
2,12,292,0,1,2,5,0,2,1,1,1,1,1,1,0,41327,0,0,0
1,2,307,0,1,1,2,7,2,2,2,1,2,1,1,0,41401,0,0,0
2,3,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
1,3,307,103,1,1,2,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,2,0,2,1,3,3,3,1,1,0,41326,0,0,0
2,7,303,266,2,2,5,6,2,2,1,1,1,1,1,100,41326,0,1,0
1,2,307,307,1,1,2,7,2,2,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,3,1,2,7,2,1,2,2,2,1,3,0,41326,0,0,0
1,48,205,0,1,1,7,0,1,2,3,1,2,1,1,0,41326,0,0,0
1,17,205,0,1,2,7,0,1,1,1,1,2,1,1,0,41326,0,0,0
1,60,78,0,2,1,0,0,3,1,1,1,1,1,1,300,41326,0,1,0
1,2,307,0,3,2,5,7,2,2,2,3,3,1,8,0,41326,0,0,0
1,2,307,0,3,1,2,7,2,1,2,1,2,1,5,0,41326,0,0,1
1,30,103,307,2,1,2,0,2,2,2,2,2,1,1,0,41336,0,0,0
2,12,266,266,2,4,6,7,2,1,2,2,1,1,1,0,41326,0,0,1
1,36,179,307,1,7,0,0,2,3,3,3,2,1,1,0,41401,0,0,0
2,3,266,0,2,6,0,0,1,1,2,1,2,1,2,0,41324,0,0,0
1,12,307,0,2,2,7,0,2,1,2,2,1,1,1,0,41327,0,0,0
1,1,307,0,3,1,7,0,3,2,2,2,2,1,3,0,41326,0,0,0
2,24,266,0,2,1,2,7,3,2,1,1,1,1,1,0,41401,0,0,0
2,2,266,0,2,1,4,7,2,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41327,0,0,0
1,2,307,0,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,1,265,0,1,6,0,0,1,2,2,1,2,1,1,0,41401,0,0,1
1,30,205,169,1,7,0,0,2,2,1,1,1,1,1,500,41330,0,1,1
2,12,265,0,2,7,0,0,2,2,2,1,1,1,1,0,41326,0,0,0
2,6,292,265,2,5,7,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,2,3,0,0,2,1,2,2,2,1,1,20,41327,0,1,0
2,5,264,0,1,3,5,0,1,1,2,1,2,1,1,0,41330,0,0,1
1,2,307,307,2,5,0,0,2,2,2,2,2,1,1,0,41327,0,0,0
2,6,266,265,2,1,6,7,1,2,1,1,1,1,4,30,41326,0,1,1
2,9,295,0,1,2,7,0,2,1,1,1,1,1,1,0,41330,0,0,1
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,4,249,293,2,1,2,0,2,3,2,2,2,1,1,0,41326,0,0,0
2,6,266,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,0,0,0
2,5,266,276,1,1,7,0,2,1,2,1,2,1,1,0,41401,0,0,1
2,1,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,0,0,0
2,5,266,0,2,1,2,4,2,1,2,1,2,1,1,0,41401,0,0,1
1,2,307,0,1,1,0,0,1,2,2,2,2,2,1,0,41326,0,0,0
2,2,266,0,1,1,7,0,1,1,2,2,2,1,1,0,41326,1,0,0
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,0,1
1,8,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,0,0
2,3,299,292,1,2,6,7,1,1,2,1,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,2,7,2,1,2,2,2,1,2,0,41401,0,0,0
2,7,242,252,1,2,0,0,2,3,1,1,2,1,1,0,41401,0,0,0
1,16,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,2,307,0,2,7,0,0,1,2,2,2,2,1,1,0,41401,0,0,0
1,2,307,0,1,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,36,218,0,1,1,2,0,3,3,1,1,1,1,1,300,41326,0,1,1
1,12,217,0,2,1,0,0,1,2,1,1,1,1,1,0,41335,0,0,1
1,3,307,0,2,2,0,0,2,2,2,1,2,1,1,0,41401,0,0,0
2,0,266,0,3,1,2,7,2,1,2,2,2,1,5,0,41401,0,0,0
2,3,285,264,1,7,0,0,2,3,2,1,2,1,1,700,41326,0,1,0
1,1,307,0,1,2,0,0,2,2,2,2,2,1,1,0,41327,0,0,0
2,15,285,0,2,2,0,0,2,3,1,1,1,1,1,0,41326,0,0,0
1,2,307,0,2,1,2,7,2,1,2,2,2,1,2,0,41330,0,0,0
2,1,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,12,307,218,2,1,2,0,1,2,1,1,1,1,1,0,41401,0,0,0
2,2,265,266,1,1,7,0,1,2,2,2,2,2,1,0,41326,0,0,0
2,2,266,0,1,1,6,7,2,1,2,2,2,1,1,0,41326,0,0,1
1,2,307,0,3,1,5,7,2,1,2,2,2,1,5,0,41327,0,0,0
1,10,307,307,2,7,0,0,2,2,2,3,3,1,1,0,41326,0,0,1
2,3,265,0,1,3,0,0,2,2,2,2,2,1,1,0,41401,0,0,0
2,2,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41330,0,0,0
2,2,265,292,2,5,0,0,2,2,1,1,2,1,2,0,41326,0,0,0
1,2,307,0,1,1,0,0,2,2,2,2,2,1,1,0,41326,0,0,1
1,12,307,0,1,5,0,0,1,2,1,1,1,1,1,100,41332,0,1,1
1,6,307,0,2,2,0,0,2,1,3,1,3,1,1,0,41326,0,0,0
1,18,307,0,2,1,2,0,3,2,3,3,3,2,1,0,41326,0,0,0
2,7,292,266,2,2,5,0,2,1,2,1,1,1,1,50,41326,0,1,0
2,24,266,0,2,1,7,0,2,1,2,2,2,1,1,0,41325,0,0,1
2,2,266,0,3,3,6,7,2,1,2,1,2,1,3,0,41401,0,0,0
2,3,266,0,2,6,7,0,2,1,2,2,2,1,1,0,41330,0,0,0
1,2,307,0,2,2,7,0,2,1,1,1,1,1,1,50,41327,0,1,1
2,5,285,247,2,1,2,7,2,1,2,2,2,1,1,0,41401,0,0,1
2,2,266,0,1,6,0,0,1,1,2,2,2,1,1,100,41401,0,1,0
2,2,266,0,1,5,0,0,1,1,2,2,2,1,1,0,41326,0,0,0
2,3,285,265,1,6,7,0,3,2,2,1,2,1,1,150,41326,0,1,0
1,1,307,78,3,1,2,5,2,1,1,1,1,1,4,8,41401,0,1,0
2,2,265,0,3,1,3,6,1,2,2,2,2,1,4,0,41326,0,0,0
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41401,1,0,1
1,60,19,0,2,1,2,7,2,1,1,1,1,1,1,300,41326,0,1,0
2,3,266,0,1,1,6,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,100,41327,0,1,1
2,1,265,0,1,4,5,0,1,2,2,2,1,1,1,0,41326,1,0,0
2,14,266,0,3,1,2,6,2,2,2,2,2,1,4,0,41326,0,0,1
1,8,179,213,2,2,0,0,2,2,2,2,2,1,1,0,41330,0,0,0
2,2,266,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,10,264,0,2,2,7,0,1,3,1,1,1,1,1,0,41326,0,0,0
1,12,307,0,3,1,2,0,2,2,2,1,1,1,2,0,41326,0,0,0
1,8,307,0,1,3,5,0,2,1,1,1,1,1,1,110,41326,0,1,0
1,12,307,0,2,3,4,0,2,1,3,3,3,1,7,0,41327,0,0,1
2,3,266,0,2,2,3,6,1,1,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,1,1,2,7,2,1,2,2,2,1,1,20,41327,0,1,0
2,3,265,0,2,1,7,0,1,2,3,3,3,1,1,0,41326,0,0,0
1,3,307,0,1,2,0,0,2,1,2,1,2,1,1,0,41326,0,0,0
2,1,266,265,3,1,6,7,2,1,2,2,2,1,5,0,41326,0,0,0
1,36,205,218,2,1,6,7,1,3,1,1,2,1,1,0,41336,0,0,0
2,1,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,0,0
1,18,218,0,2,5,0,0,2,2,3,3,1,1,1,0,41326,0,0,1
1,2,307,0,2,7,0,0,2,2,1,1,3,1,1,0,41401,0,0,0
1,2,307,0,3,1,5,7,2,1,1,1,2,1,7,0,41326,1,0,1
1,3,307,307,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,4,266,0,2,5,0,0,2,1,1,1,1,1,1,100,41401,0,1,0
2,3,265,0,1,6,0,0,1,2,2,2,2,1,1,0,41401,0,0,0
1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,41326,0,0,0
1,8,307,0,1,1,7,0,2,1,1,1,3,1,1,0,41326,0,0,1
2,2,241,0,3,1,2,4,1,1,2,2,2,1,3,0,41330,0,0,1
1,5,307,0,1,2,5,7,2,1,3,3,3,1,1,10,41326,0,1,1
1,36,109,307,1,3,0,0,2,2,1,1,1,1,1,0,41326,0,0,0
1,7,307,307,2,1,0,0,2,1,1,1,1,1,1,0,41326,0,0,1
2,3,266,0,1,1,7,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,3,307,0,2,2,5,7,2,2,2,1,2,1,1,0,41330,0,0,1
2,6,285,0,2,2,7,0,2,3,2,1,2,1,1,750,41326,0,1,0
2,24,292,0,1,1,7,0,4,2,1,1,2,1,1,0,41326,0,0,0
2,1,266,0,3,1,6,7,2,1,2,1,2,1,5,50,41326,0,1,0
1,72,218,218,1,5,7,0,1,2,3,3,3,1,1,0,41326,0,0,0
2,5,299,0,1,2,0,0,2,1,1,1,1,1,1,0,41326,0,0,0
2,12,265,0,1,3,7,0,2,2,1,1,1,1,1,0,41401,0,0,1
1,36,205,0,2,5,7,0,1,2,3,3,3,1,1,0,41401,0,0,0
1,36,61,207,1,1,3,7,1,2,1,1,1,1,1,0,41326,0,0,0
1,2,307,0,2,1,7,0,2,2,2,1,2,1,1,0,41401,0,0,0
1,2,307,141,3,2,5,7,2,2,2,2,2,1,4,0,41326,0,0,0
2,40,250,0,2,1,0,0,2,2,3,1,2,1,1,0,41327,0,0,1
2,7,285,264,1,1,2,0,3,3,1,1,2,1,1,0,41326,0,0,0
2,30,276,265,2,3,7,0,2,2,1,1,1,1,1,0,41326,0,0,0
2,3,299,0,3,1,3,6,2,1,1,1,2,1,2,200,41326,2,1,1
2,2,266,292,1,4,6,7,1,1,2,1,2,1,2,200,41326,1,1,0
2,4,266,0,3,1,4,7,1,1,1,1,3,1,2,0,41326,0,0,0
1,1,307,0,2,5,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,3,299,0,2,1,6,7,2,1,1,1,2,1,1,0,41326,0,0,0
1,10,307,0,1,3,0,0,2,2,1,2,1,1,1,0,41336,0,0,0
1,8,141,307,1,1,2,0,3,2,2,1,2,1,1,0,41326,0,0,1
2,30,265,0,1,7,0,0,3,2,1,1,1,1,1,0,41326,0,0,0
1,3,307,0,1,6,7,0,2,1,1,1,2,1,1,100,41326,0,1,0
2,4,266,266,3,1,7,0,1,1,2,2,2,1,3,0,41326,0,0,1
2,4,265,0,2,1,2,0,2,2,2,1,2,1,1,0,41401,0,0,1
2,4,285,265,1,7,0,0,2,2,2,1,2,1,1,0,41326,0,0,0
1,24,152,0,2,4,0,0,1,1,1,1,1,1,1,0,41401,0,0,0
1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,41401,0,0,1
2,2,266,0,1,1,2,7,1,1,2,1,2,1,2,0,41326,0,0,0
1,1,307,0,2,2,0,0,2,1,1,1,3,1,1,0,41326,0,0,0
2,24,266,0,2,2,5,7,2,2,1,1,2,1,1,0,41326,0,0,0
1,9,200,0,1,3,0,0,2,1,1,1,2,1,1,0,41401,0,0,0
1,12,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,0,0,1
1,48,182,0,1,2,0,0,2,1,1,1,2,1,1,50,41401,0,1,1
1,1,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,0,0,0
1,60,179,0,1,2,5,0,1,1,1,2,2,1,1,300,41326,0,1,0
1,6,205,182,1,1,2,0,1,3,3,1,2,1,1,300,41401,0,1,0
1,2,141,307,3,1,0,0,2,2,2,1,2,1,2,0,41401,0,0,0
1,5,307,0,2,2,3,0,2,1,1,2,1,1,1,0,41327,1,0,1
1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,3,3,5,7,1,2,2,2,2,1,2,0,41325,0,0,0
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,41401,0,0,0
1,3,307,0,2,1,0,0,2,1,2,1,2,1,1,0,41336,0,0,0
2,2,266,0,2,1,6,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,12,265,0,2,2,5,0,2,2,2,2,2,1,2,0,41326,0,0,0
1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,5,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,0,1
1,1,307,0,2,2,5,0,2,1,2,1,2,1,1,1,41327,0,1,0
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,0,307,0,1,1,0,0,2,1,1,1,1,1,1,0,41330,0,0,0
1,1,128,307,1,2,7,0,2,2,2,2,2,1,1,0,41401,0,0,0
2,6,266,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,3,307,0,2,1,5,0,3,1,2,1,2,1,1,0,41401,0,0,0
1,12,307,0,3,2,0,0,2,2,3,3,3,1,4,0,41401,0,0,1
2,3,266,0,2,1,7,0,2,1,3,3,3,1,1,0,41327,0,0,1
1,2,141,0,2,1,0,0,3,1,3,3,3,1,1,0,41326,0,0,0
2,3,276,264,2,7,0,0,2,3,2,2,2,1,1,500,41326,0,1,0
2,3,266,0,2,1,7,0,2,1,2,1,2,1,1,0,41324,0,0,0
2,1,265,0,1,1,4,7,1,2,2,2,2,1,6,0,41326,0,0,1
2,30,266,0,2,1,7,0,1,1,1,1,1,1,1,50,41401,0,1,0
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41326,0,0,0
2,1,265,0,2,1,0,0,1,1,2,2,3,1,1,0,41401,0,0,0
2,11,266,0,2,1,0,0,3,1,3,3,3,1,2,0,41326,0,0,1
1,2,307,0,1,2,5,7,2,2,2,2,2,1,1,0,41327,0,0,0
2,12,266,0,1,4,5,7,3,1,2,2,2,1,1,0,41401,0,0,0
2,1,266,0,3,1,2,7,2,1,2,2,2,1,8,0,41326,0,0,0
1,2,307,307,3,1,2,7,1,1,3,3,3,2,7,0,41401,0,0,1
2,1,266,0,2,7,0,0,1,1,2,1,2,1,1,0,41401,0,0,0
1,48,307,307,2,7,0,0,3,1,1,1,1,1,1,100,41332,0,1,1
1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,2,266,0,2,1,6,7,2,1,2,1,2,1,1,0,41401,0,0,0
1,12,307,0,1,1,2,0,2,1,1,1,1,1,1,0,41326,0,0,1
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,41401,0,0,0
2,12,265,0,1,7,0,0,2,2,3,3,3,1,1,0,41401,2,0,0
1,84,307,0,1,2,6,0,3,1,3,3,3,1,1,0,41326,0,0,1
2,1,292,0,2,2,5,6,2,1,2,2,2,1,4,0,41401,0,0,0
2,61,266,0,1,7,0,0,3,1,1,1,1,1,1,0,41401,1,0,1
1,6,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,0,0,1
1,2,307,307,2,5,7,0,2,2,2,2,2,1,1,0,41326,0,0,0
2,3,266,266,3,1,2,7,1,1,2,2,2,1,5,0,41326,0,0,0
2,2,292,266,3,2,7,0,1,2,2,2,2,1,4,0,41401,0,0,0
1,60,179,0,1,5,0,0,1,3,1,3,1,2,1,200,41326,0,1,0
1,60,169,0,2,5,0,0,1,2,1,1,1,1,1,0,41326,0,0,1
2,4,264,0,2,1,2,7,3,3,1,1,1,1,1,0,41330,0,0,0
1,24,218,307,1,2,5,0,2,2,1,1,1,1,1,0,41326,2,0,0
1,3,307,0,3,2,6,0,2,1,1,1,2,1,2,0,41326,0,0,1
2,2,252,266,2,1,0,0,1,2,2,2,2,1,1,0,41326,0,0,0
2,1,266,0,3,1,2,3,1,1,2,2,2,1,4,0,41401,0,0,1
1,2,307,0,2,4,7,0,2,1,2,2,2,1,1,0,41326,0,0,0
1,6,307,173,2,1,0,0,1,2,2,1,1,1,1,100,41401,0,1,1
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,41326,0,0,0
1,2,307,0,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,1,299,0,2,2,6,0,1,1,2,1,2,2,1,0,41401,0,0,0
1,3,307,0,2,1,2,5,1,1,3,3,3,1,1,0,41326,0,0,0
1,1,307,0,2,4,5,0,2,1,1,1,2,1,1,10,41327,0,1,0
2,2,265,266,3,1,2,7,1,2,2,2,2,1,2,0,41332,0,0,0
1,4,307,0,2,2,0,0,1,1,2,2,2,1,1,20,41327,0,1,1
1,3,307,141,3,1,0,0,2,1,2,2,2,1,3,0,41401,0,0,1
2,3,266,0,2,1,3,7,1,1,1,1,2,1,1,0,41327,0,0,0
1,2,307,307,2,2,3,4,3,1,2,2,1,1,1,0,41401,0,0,0
2,3,266,0,2,1,4,7,1,2,2,2,2,1,1,0,41326,0,0,1
2,3,266,0,3,1,5,7,1,1,2,2,2,1,3,0,41326,0,0,0
2,6,266,0,1,1,3,0,3,1,1,1,1,1,2,60,41326,0,1,1
2,24,266,0,2,1,7,0,2,1,2,1,2,1,4,0,41325,0,0,1
1,2,307,307,1,1,0,0,2,2,1,1,2,1,1,0,41401,0,0,0
2,1,265,265,2,4,5,7,2,2,2,2,2,1,1,0,41401,0,0,0
1,36,307,307,3,1,2,7,2,2,2,2,1,1,3,0,41401,0,0,1
1,4,307,307,1,7,0,0,2,2,1,1,2,1,1,0,41326,0,0,0
2,3,264,0,2,2,6,7,2,3,2,1,2,1,1,0,41326,0,0,0
